Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,scouting_report
2677,Nikola Vasilj,ba BIH,GK,St. Pauli,de Bundesliga,28.0,1995.0,33,33,2969,33.0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scouting Report for Nikola Vasilj. Team: St. Pauli. Position: GK. Age: 28.0. Nation: ba BIH. Matches Played: 33. Minutes: 2969. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.0. Progressive Carries: 0. Progressive Passes: 0. 
2678,Devis Vásquez,co COL,GK,Empoli,it Serie A,26.0,1998.0,32,32,2880,32.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scouting Report for Devis Vásquez. Team: Empoli. Position: GK. Age: 26.0. Nation: co COL. Matches Played: 32. Minutes: 2880. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.0. Progressive Carries: 0. Progressive Passes: 0. 
2679,Johan Vásquez,mx MEX,DF,Genoa,it Serie A,25.0,1998.0,36,34,3041,33.8,3,0,3,3,0,0,9,0,2.4,2.4,0.3,2.7,37,96,12,0.09,0.0,0.09,0.09,0.09,0.07,0.01,0.08,0.07,0.08,Scouting Report for Johan Vásquez. Team: Genoa. Position: DF. Age: 25.0. Nation: mx MEX. Matches Played: 36. Minutes: 3041. Goals: 3. Assists: 0. Non-Penalty xG (npxG): 2.4. Expected Assists (xAG): 0.3. Progressive Carries: 37. Progressive Passes: 96. 
2680,Denis Vavro,sk SVK,DF,Wolfsburg,de Bundesliga,28.0,1996.0,29,27,2461,27.3,2,0,2,2,0,0,4,0,1.4,1.4,0.2,1.6,9,96,3,0.07,0.0,0.07,0.07,0.07,0.05,0.01,0.06,0.05,0.06,Scouting Report for Denis Vavro. Team: Wolfsburg. Position: DF. Age: 28.0. Nation: sk SVK. Matches Played: 29. Minutes: 2461. Goals: 2. Assists: 0. Non-Penalty xG (npxG): 1.4. Expected Assists (xAG): 0.2. Progressive Carries: 9. Progressive Passes: 96. 
2681,José Luis García Vayá,es ESP,MF,Valencia,es La Liga,25.0,1998.0,34,18,1742,19.4,2,2,4,0,2,2,8,1,2.1,0.5,2.1,2.6,13,142,19,0.1,0.1,0.21,0.0,0.1,0.11,0.11,0.22,0.03,0.14,Scouting Report for José Luis García Vayá. Team: Valencia. Position: MF. Age: 25.0. Nation: es ESP. Matches Played: 34. Minutes: 1742. Goals: 2. Assists: 2. Non-Penalty xG (npxG): 0.5. Expected Assists (xAG): 2.1. Progressive Carries: 13. Progressive Passes: 142. 
2683,Jesus Vazquez,es ESP,DF,Valencia,es La Liga,21.0,2003.0,19,10,919,10.2,0,0,0,0,0,0,3,0,0.1,0.1,0.6,0.8,32,21,48,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.08,0.01,0.08,Scouting Report for Jesus Vazquez. Team: Valencia. Position: DF. Age: 21.0. Nation: es ESP. Matches Played: 19. Minutes: 919. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.1. Expected Assists (xAG): 0.6. Progressive Carries: 32. Progressive Passes: 21. 
2684,Lucas Vázquez,es ESP,DF,Real Madrid,es La Liga,33.0,1991.0,32,25,2189,24.3,1,5,6,1,0,0,4,0,1.4,1.4,4.7,6.1,37,99,194,0.04,0.21,0.25,0.04,0.25,0.06,0.19,0.25,0.06,0.25,Scouting Report for Lucas Vázquez. Team: Real Madrid. Position: DF. Age: 33.0. Nation: es ESP. Matches Played: 32. Minutes: 2189. Goals: 1. Assists: 5. Non-Penalty xG (npxG): 1.4. Expected Assists (xAG): 4.7. Progressive Carries: 37. Progressive Passes: 99. 
2685,Matías Vecino,uy URU,MF,Lazio,it Serie A,32.0,1991.0,20,7,877,9.7,2,3,5,2,0,0,7,0,2.3,2.3,2.4,4.6,4,29,14,0.21,0.31,0.51,0.21,0.51,0.23,0.24,0.47,0.23,0.47,Scouting Report for Matías Vecino. Team: Lazio. Position: MF. Age: 32.0. Nation: uy URU. Matches Played: 20. Minutes: 877. Goals: 2. Assists: 3. Non-Penalty xG (npxG): 2.3. Expected Assists (xAG): 2.4. Progressive Carries: 4. Progressive Passes: 29. 
2686,Danilo Veiga,pt POR,DF,Lecce,it Serie A,21.0,2002.0,13,2,374,4.2,0,0,0,0,0,0,0,0,0.6,0.6,0.3,0.9,10,10,13,0.0,0.0,0.0,0.0,0.0,0.15,0.06,0.21,0.15,0.21,Scouting Report for Danilo Veiga. Team: Lecce. Position: DF. Age: 21.0. Nation: pt POR. Matches Played: 13. Minutes: 374. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.6. Expected Assists (xAG): 0.3. Progressive Carries: 10. Progressive Passes: 10. 
2687,Renato Veiga,pt POR,"DF,MF",Chelsea,eng Premier League,21.0,2003.0,7,1,181,2.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4,7,3,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,"Scouting Report for Renato Veiga. Team: Chelsea. Position: DF,MF. Age: 21.0. Nation: pt POR. Matches Played: 7. Minutes: 181. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.1. Expected Assists (xAG): 0.0. Progressive Carries: 4. Progressive Passes: 7. "
2688,Renato Veiga,pt POR,DF,Juventus,it Serie A,21.0,2003.0,13,12,1093,12.1,0,1,1,0,0,0,2,0,1.0,1.0,0.1,1.1,9,40,0,0.0,0.08,0.08,0.0,0.08,0.08,0.0,0.09,0.08,0.09,Scouting Report for Renato Veiga. Team: Juventus. Position: DF. Age: 21.0. Nation: pt POR. Matches Played: 13. Minutes: 1093. Goals: 0. Assists: 1. Non-Penalty xG (npxG): 1.0. Expected Assists (xAG): 0.1. Progressive Carries: 9. Progressive Passes: 40. 
2689,Alejo Véliz,ar ARG,FW,Espanyol,es La Liga,20.0,2003.0,27,10,1127,12.5,1,0,1,1,0,0,3,0,2.3,2.3,0.6,2.8,2,8,27,0.08,0.0,0.08,0.08,0.08,0.18,0.04,0.22,0.18,0.22,Scouting Report for Alejo Véliz. Team: Espanyol. Position: FW. Age: 20.0. Nation: ar ARG. Matches Played: 27. Minutes: 1127. Goals: 1. Assists: 0. Non-Penalty xG (npxG): 2.3. Expected Assists (xAG): 0.6. Progressive Carries: 2. Progressive Passes: 8. 
2690,Miloš Veljković,rs SRB,DF,Werder Bremen,de Bundesliga,28.0,1995.0,14,11,1029,11.4,0,1,1,0,0,0,1,0,0.6,0.6,0.2,0.7,9,64,2,0.0,0.09,0.09,0.0,0.09,0.05,0.01,0.06,0.05,0.06,Scouting Report for Miloš Veljković. Team: Werder Bremen. Position: DF. Age: 28.0. Nation: rs SRB. Matches Played: 14. Minutes: 1029. Goals: 0. Assists: 1. Non-Penalty xG (npxG): 0.6. Expected Assists (xAG): 0.2. Progressive Carries: 9. Progressive Passes: 64. 
2691,Joël Veltman,nl NED,DF,Brighton,eng Premier League,32.0,1992.0,21,19,1697,18.9,0,0,0,0,0,0,5,0,0.5,0.5,0.5,0.9,32,85,34,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.02,0.05,Scouting Report for Joël Veltman. Team: Brighton. Position: DF. Age: 32.0. Nation: nl NED. Matches Played: 21. Minutes: 1697. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.5. Expected Assists (xAG): 0.5. Progressive Carries: 32. Progressive Passes: 85. 
2692,Micky van de Ven,nl NED,DF,Tottenham,eng Premier League,23.0,2001.0,13,12,1015,11.3,0,2,2,0,0,0,4,0,0.6,0.6,1.2,1.7,8,51,1,0.0,0.18,0.18,0.0,0.18,0.05,0.1,0.15,0.05,0.15,Scouting Report for Micky van de Ven. Team: Tottenham. Position: DF. Age: 23.0. Nation: nl NED. Matches Played: 13. Minutes: 1015. Goals: 0. Assists: 2. Non-Penalty xG (npxG): 0.6. Expected Assists (xAG): 1.2. Progressive Carries: 8. Progressive Passes: 51. 
2694,Nikolas Veratschnig,at AUT,"DF,MF",Mainz 05,de Bundesliga,21.0,2003.0,15,2,364,4.0,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5,7,7,30,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.13,0.06,0.13,"Scouting Report for Nikolas Veratschnig. Team: Mainz 05. Position: DF,MF. Age: 21.0. Nation: at AUT. Matches Played: 15. Minutes: 364. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.2. Expected Assists (xAG): 0.3. Progressive Carries: 7. Progressive Passes: 7. "
2695,Bart Verbruggen,nl NED,GK,Brighton,eng Premier League,21.0,2002.0,36,36,3240,36.0,0,1,1,0,0,0,5,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,Scouting Report for Bart Verbruggen. Team: Brighton. Position: GK. Age: 21.0. Nation: nl NED. Matches Played: 36. Minutes: 3240. Goals: 0. Assists: 1. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.0. Progressive Carries: 0. Progressive Passes: 2. 
2697,Jordan Veretout,fr FRA,MF,Lyon,fr Ligue 1,31.0,1993.0,27,19,1553,17.3,2,0,2,2,0,0,3,0,1.9,1.9,0.6,2.5,35,99,60,0.12,0.0,0.12,0.12,0.12,0.11,0.04,0.14,0.11,0.14,Scouting Report for Jordan Veretout. Team: Lyon. Position: MF. Age: 31.0. Nation: fr FRA. Matches Played: 27. Minutes: 1553. Goals: 2. Assists: 0. Non-Penalty xG (npxG): 1.9. Expected Assists (xAG): 0.6. Progressive Carries: 35. Progressive Passes: 99. 
2698,Arthur Vermeeren,be BEL,MF,RB Leipzig,de Bundesliga,19.0,2005.0,28,18,1572,17.5,0,2,2,0,0,0,7,0,0.4,0.4,0.9,1.3,14,77,20,0.0,0.11,0.11,0.0,0.11,0.02,0.05,0.07,0.02,0.07,Scouting Report for Arthur Vermeeren. Team: RB Leipzig. Position: MF. Age: 19.0. Nation: be BEL. Matches Played: 28. Minutes: 1572. Goals: 0. Assists: 2. Non-Penalty xG (npxG): 0.4. Expected Assists (xAG): 0.9. Progressive Carries: 14. Progressive Passes: 77. 
2699,Yorbe Vertessen,be BEL,"MF,FW",Union Berlin,de Bundesliga,23.0,2001.0,17,7,718,8.0,1,0,1,1,0,0,2,0,1.3,1.3,1.6,2.9,18,16,42,0.13,0.0,0.13,0.13,0.13,0.16,0.2,0.36,0.16,0.36,"Scouting Report for Yorbe Vertessen. Team: Union Berlin. Position: MF,FW. Age: 23.0. Nation: be BEL. Matches Played: 17. Minutes: 718. Goals: 1. Assists: 0. Non-Penalty xG (npxG): 1.3. Expected Assists (xAG): 1.6. Progressive Carries: 18. Progressive Passes: 16. "
2700,Mikel Vesga,es ESP,MF,Athletic Club,es La Liga,31.0,1993.0,25,10,988,11.0,0,0,0,0,0,1,1,0,1.2,0.4,1.0,1.4,10,64,22,0.0,0.0,0.0,0.0,0.0,0.11,0.09,0.2,0.04,0.13,Scouting Report for Mikel Vesga. Team: Athletic Club. Position: MF. Age: 31.0. Nation: es ESP. Matches Played: 25. Minutes: 988. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.4. Expected Assists (xAG): 1.0. Progressive Carries: 10. Progressive Passes: 64. 
2701,Jannik Vestergaard,dk DEN,DF,Leicester City,eng Premier League,31.0,1992.0,18,16,1391,15.5,0,0,0,0,0,0,5,0,0.1,0.1,0.1,0.2,3,32,2,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,Scouting Report for Jannik Vestergaard. Team: Leicester City. Position: DF. Age: 31.0. Nation: dk DEN. Matches Played: 18. Minutes: 1391. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.1. Expected Assists (xAG): 0.1. Progressive Carries: 3. Progressive Passes: 32. 
2703,Guglielmo Vicario,it ITA,GK,Tottenham,eng Premier League,27.0,1996.0,24,24,2160,24.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scouting Report for Guglielmo Vicario. Team: Tottenham. Position: GK. Age: 27.0. Nation: it ITA. Matches Played: 24. Minutes: 2160. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.0. Progressive Carries: 0. Progressive Passes: 1. 
2704,Carlos Vicente,es ESP,"FW,MF",Alavés,es La Liga,25.0,1999.0,37,35,3092,34.4,5,5,10,4,1,1,3,0,3.5,2.7,5.4,8.1,104,68,226,0.15,0.15,0.29,0.12,0.26,0.1,0.16,0.26,0.08,0.24,"Scouting Report for Carlos Vicente. Team: Alavés. Position: FW,MF. Age: 25.0. Nation: es ESP. Matches Played: 37. Minutes: 3092. Goals: 5. Assists: 5. Non-Penalty xG (npxG): 2.7. Expected Assists (xAG): 5.4. Progressive Carries: 104. Progressive Passes: 68. "
2705,Pau Victor,es ESP,FW,Barcelona,es La Liga,22.0,2001.0,21,2,319,3.5,2,1,3,2,0,0,2,0,3.0,3.0,0.9,3.9,6,11,28,0.56,0.28,0.85,0.56,0.85,0.85,0.24,1.09,0.85,1.09,Scouting Report for Pau Victor. Team: Barcelona. Position: FW. Age: 22.0. Nation: es ESP. Matches Played: 21. Minutes: 319. Goals: 2. Assists: 1. Non-Penalty xG (npxG): 3.0. Expected Assists (xAG): 0.9. Progressive Carries: 6. Progressive Passes: 11. 
2709,Fran Vieites,es ESP,GK,Betis,es La Liga,25.0,1999.0,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Scouting Report for Fran Vieites. Team: Betis. Position: GK. Age: 25.0. Nation: es ESP. Matches Played: 4. Minutes: 360. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.0. Progressive Carries: 0. Progressive Passes: 0. 
2711,Samuele Vignato,it ITA,MF,Monza,it Serie A,20.0,2004.0,17,3,470,5.2,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,5,17,30,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.06,0.06,0.06,Scouting Report for Samuele Vignato. Team: Monza. Position: MF. Age: 20.0. Nation: it ITA. Matches Played: 17. Minutes: 470. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.3. Expected Assists (xAG): 0.0. Progressive Carries: 5. Progressive Passes: 17. 
2712,Asier Villalibre,es ESP,FW,Alavés,es La Liga,26.0,1997.0,16,2,333,3.7,1,1,2,0,1,1,2,0,1.6,0.8,1.0,1.8,4,7,18,0.27,0.27,0.54,0.0,0.27,0.43,0.27,0.69,0.21,0.48,Scouting Report for Asier Villalibre. Team: Alavés. Position: FW. Age: 26.0. Nation: es ESP. Matches Played: 16. Minutes: 333. Goals: 1. Assists: 1. Non-Penalty xG (npxG): 0.8. Expected Assists (xAG): 1.0. Progressive Carries: 4. Progressive Passes: 7. 
2713,Iván Villar,es ESP,GK,Celta Vigo,es La Liga,27.0,1997.0,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scouting Report for Iván Villar. Team: Celta Vigo. Position: GK. Age: 27.0. Nation: es ESP. Matches Played: 4. Minutes: 360. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.0. Progressive Carries: 0. Progressive Passes: 0. 
2715,Nicolas Viola,it ITA,"FW,MF",Cagliari,it Serie A,34.0,1989.0,27,18,1267,14.1,3,1,4,3,0,0,2,0,2.2,2.2,1.9,4.1,21,46,70,0.21,0.07,0.28,0.21,0.28,0.16,0.14,0.29,0.16,0.29,"Scouting Report for Nicolas Viola. Team: Cagliari. Position: FW,MF. Age: 34.0. Nation: it ITA. Matches Played: 27. Minutes: 1267. Goals: 3. Assists: 1. Non-Penalty xG (npxG): 2.2. Expected Assists (xAG): 1.9. Progressive Carries: 21. Progressive Passes: 46. "
2716,Viti,es ESP,DF,Las Palmas,es La Liga,26.0,1997.0,29,23,1982,22.0,0,2,2,0,0,0,5,0,0.1,0.1,1.4,1.4,43,44,65,0.0,0.09,0.09,0.0,0.09,0.0,0.06,0.06,0.0,0.06,Scouting Report for Viti. Team: Las Palmas. Position: DF. Age: 26.0. Nation: es ESP. Matches Played: 29. Minutes: 1982. Goals: 0. Assists: 2. Non-Penalty xG (npxG): 0.1. Expected Assists (xAG): 1.4. Progressive Carries: 43. Progressive Passes: 44. 
2717,Mattia Viti,it ITA,DF,Empoli,it Serie A,22.0,2002.0,30,30,2572,28.6,1,0,1,1,0,0,3,0,0.8,0.8,0.2,1.0,17,86,10,0.03,0.0,0.03,0.03,0.03,0.03,0.01,0.03,0.03,0.03,Scouting Report for Mattia Viti. Team: Empoli. Position: DF. Age: 22.0. Nation: it ITA. Matches Played: 30. Minutes: 2572. Goals: 1. Assists: 0. Non-Penalty xG (npxG): 0.8. Expected Assists (xAG): 0.2. Progressive Carries: 17. Progressive Passes: 86. 
2718,Vitinha,pt POR,"FW,MF",Genoa,it Serie A,24.0,2000.0,25,16,1328,14.8,2,3,5,2,0,0,2,0,1.6,1.6,3.3,5.0,38,19,71,0.14,0.2,0.34,0.14,0.34,0.11,0.23,0.34,0.11,0.34,"Scouting Report for Vitinha. Team: Genoa. Position: FW,MF. Age: 24.0. Nation: pt POR. Matches Played: 25. Minutes: 1328. Goals: 2. Assists: 3. Non-Penalty xG (npxG): 1.6. Expected Assists (xAG): 3.3. Progressive Carries: 38. Progressive Passes: 19. "
2719,Vitinha,pt POR,MF,Paris S-G,fr Ligue 1,24.0,2000.0,29,20,2042,22.7,5,1,6,3,2,2,1,0,3.4,1.8,2.6,4.4,53,224,57,0.22,0.04,0.26,0.13,0.18,0.15,0.11,0.27,0.08,0.2,Scouting Report for Vitinha. Team: Paris S-G. Position: MF. Age: 24.0. Nation: pt POR. Matches Played: 29. Minutes: 2042. Goals: 5. Assists: 1. Non-Penalty xG (npxG): 1.8. Expected Assists (xAG): 2.6. Progressive Carries: 53. Progressive Passes: 224. 
2720,Daniel Vivian,es ESP,DF,Athletic Club,es La Liga,25.0,1999.0,32,28,2608,29.0,4,0,4,4,0,0,3,0,1.9,1.9,0.4,2.3,36,185,6,0.14,0.0,0.14,0.14,0.14,0.07,0.01,0.08,0.07,0.08,Scouting Report for Daniel Vivian. Team: Athletic Club. Position: DF. Age: 25.0. Nation: es ESP. Matches Played: 32. Minutes: 2608. Goals: 4. Assists: 0. Non-Penalty xG (npxG): 1.9. Expected Assists (xAG): 0.4. Progressive Carries: 36. Progressive Passes: 185. 
2721,Krapyvtsov Vladyslav,ua UKR,GK,Girona,es La Liga,19.0,2005.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scouting Report for Krapyvtsov Vladyslav. Team: Girona. Position: GK. Age: 19.0. Nation: ua UKR. Matches Played: 2. Minutes: 180. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.0. Progressive Carries: 0. Progressive Passes: 0. 
2722,Dušan Vlahović,rs SRB,FW,Juventus,it Serie A,24.0,2000.0,29,21,1784,19.8,10,4,14,6,4,4,3,0,12.3,9.2,1.3,10.5,27,22,117,0.5,0.2,0.71,0.3,0.5,0.62,0.07,0.69,0.46,0.53,Scouting Report for Dušan Vlahović. Team: Juventus. Position: FW. Age: 24.0. Nation: rs SRB. Matches Played: 29. Minutes: 1784. Goals: 10. Assists: 4. Non-Penalty xG (npxG): 9.2. Expected Assists (xAG): 1.3. Progressive Carries: 27. Progressive Passes: 22. 
2724,Nikola Vlašić,hr CRO,"MF,FW",Torino,it Serie A,26.0,1997.0,30,23,2117,23.5,5,4,9,3,2,2,0,0,3.4,1.8,2.4,4.2,53,94,110,0.21,0.17,0.38,0.13,0.3,0.14,0.1,0.25,0.08,0.18,"Scouting Report for Nikola Vlašić. Team: Torino. Position: MF,FW. Age: 26.0. Nation: hr CRO. Matches Played: 30. Minutes: 2117. Goals: 5. Assists: 4. Non-Penalty xG (npxG): 1.8. Expected Assists (xAG): 2.4. Progressive Carries: 53. Progressive Passes: 94. "
2725,Alessandro Vogliacco,it ITA,DF,Genoa,it Serie A,25.0,1998.0,12,8,715,7.9,2,0,2,2,0,0,3,0,1.3,1.3,0.0,1.4,9,26,2,0.25,0.0,0.25,0.25,0.25,0.17,0.0,0.17,0.17,0.17,Scouting Report for Alessandro Vogliacco. Team: Genoa. Position: DF. Age: 25.0. Nation: it ITA. Matches Played: 12. Minutes: 715. Goals: 2. Assists: 0. Non-Penalty xG (npxG): 1.3. Expected Assists (xAG): 0.0. Progressive Carries: 9. Progressive Passes: 26. 
2726,Alessandro Vogliacco,it ITA,DF,Parma,it Serie A,25.0,1998.0,10,10,772,8.6,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,2,21,0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Scouting Report for Alessandro Vogliacco. Team: Parma. Position: DF. Age: 25.0. Nation: it ITA. Matches Played: 10. Minutes: 772. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.1. Expected Assists (xAG): 0.1. Progressive Carries: 2. Progressive Passes: 21. 
2727,Kevin Vogt,de GER,DF,Union Berlin,de Bundesliga,32.0,1991.0,18,16,1367,15.2,1,0,1,0,1,1,6,0,0.8,0.0,0.0,0.0,11,70,2,0.07,0.0,0.07,0.0,0.0,0.05,0.0,0.05,0.0,0.0,Scouting Report for Kevin Vogt. Team: Union Berlin. Position: DF. Age: 32.0. Nation: de GER. Matches Played: 18. Minutes: 1367. Goals: 1. Assists: 0. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.0. Progressive Carries: 11. Progressive Passes: 70. 
2728,Mërgim Vojvoda,xk KVX,DF,Torino,it Serie A,29.0,1995.0,17,12,1105,12.3,0,0,0,0,0,0,4,0,0.4,0.4,0.4,0.8,18,64,34,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.07,0.03,0.07,Scouting Report for Mërgim Vojvoda. Team: Torino. Position: DF. Age: 29.0. Nation: xk KVX. Matches Played: 17. Minutes: 1105. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.4. Expected Assists (xAG): 0.4. Progressive Carries: 18. Progressive Passes: 64. 
2729,Mërgim Vojvoda,xk KVX,DF,Como,it Serie A,29.0,1995.0,11,8,717,8.0,1,2,3,1,0,0,2,0,0.2,0.2,2.0,2.3,16,43,40,0.13,0.25,0.38,0.13,0.38,0.03,0.25,0.28,0.03,0.28,Scouting Report for Mërgim Vojvoda. Team: Como. Position: DF. Age: 29.0. Nation: xk KVX. Matches Played: 11. Minutes: 717. Goals: 1. Assists: 2. Non-Penalty xG (npxG): 0.2. Expected Assists (xAG): 2.0. Progressive Carries: 16. Progressive Passes: 43. 
2731,Aster Vranckx,be BEL,MF,Wolfsburg,de Bundesliga,21.0,2002.0,14,6,556,6.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5,20,6,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Scouting Report for Aster Vranckx. Team: Wolfsburg. Position: MF. Age: 21.0. Nation: be BEL. Matches Played: 14. Minutes: 556. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.0. Progressive Carries: 5. Progressive Passes: 20. 
2732,Stefan de Vrij,nl NED,DF,Inter,it Serie A,32.0,1992.0,26,18,1726,19.2,3,0,3,3,0,0,2,0,1.1,1.1,0.0,1.1,11,76,5,0.16,0.0,0.16,0.16,0.16,0.06,0.0,0.06,0.06,0.06,Scouting Report for Stefan de Vrij. Team: Inter. Position: DF. Age: 32.0. Nation: nl NED. Matches Played: 26. Minutes: 1726. Goals: 3. Assists: 0. Non-Penalty xG (npxG): 1.1. Expected Assists (xAG): 0.0. Progressive Carries: 11. Progressive Passes: 76. 
2733,Ibrahima Wadji,sn SEN,"FW,MF",Saint-Étienne,fr Ligue 1,29.0,1995.0,10,2,347,3.9,0,0,0,0,0,0,1,0,0.8,0.8,0.0,0.8,11,4,24,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,"Scouting Report for Ibrahima Wadji. Team: Saint-Étienne. Position: FW,MF. Age: 29.0. Nation: sn SEN. Matches Played: 10. Minutes: 347. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.8. Expected Assists (xAG): 0.0. Progressive Carries: 11. Progressive Passes: 4. "
2734,Robert Wagner,de GER,MF,St. Pauli,de Bundesliga,21.0,2003.0,12,5,407,4.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,10,9,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Scouting Report for Robert Wagner. Team: St. Pauli. Position: MF. Age: 21.0. Nation: de GER. Matches Played: 12. Minutes: 407. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.1. Expected Assists (xAG): 0.0. Progressive Carries: 1. Progressive Passes: 10. 
2735,Elye Wahi,fr FRA,FW,Marseille,fr Ligue 1,21.0,2003.0,13,7,574,6.4,3,1,4,2,1,1,1,0,6.0,5.2,0.4,5.6,7,7,41,0.47,0.16,0.63,0.31,0.47,0.94,0.07,1.0,0.81,0.88,Scouting Report for Elye Wahi. Team: Marseille. Position: FW. Age: 21.0. Nation: fr FRA. Matches Played: 13. Minutes: 574. Goals: 3. Assists: 1. Non-Penalty xG (npxG): 5.2. Expected Assists (xAG): 0.4. Progressive Carries: 7. Progressive Passes: 7. 
2736,Elye Wahi,fr FRA,"FW,MF",Eint Frankfurt,de Bundesliga,21.0,2003.0,8,1,196,2.2,0,0,0,0,0,0,1,0,1.3,1.3,0.1,1.4,6,5,19,0.0,0.0,0.0,0.0,0.0,0.58,0.04,0.62,0.58,0.62,"Scouting Report for Elye Wahi. Team: Eint Frankfurt. Position: FW,MF. Age: 21.0. Nation: fr FRA. Matches Played: 8. Minutes: 196. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 1.3. Expected Assists (xAG): 0.1. Progressive Carries: 6. Progressive Passes: 5. "
2737,Hauke Wahl,de GER,DF,St. Pauli,de Bundesliga,30.0,1994.0,33,33,2970,33.0,0,0,0,0,0,0,1,0,0.9,0.9,0.5,1.4,30,142,10,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.04,0.03,0.04,Scouting Report for Hauke Wahl. Team: St. Pauli. Position: DF. Age: 30.0. Nation: de GER. Matches Played: 33. Minutes: 2970. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.9. Expected Assists (xAG): 0.5. Progressive Carries: 30. Progressive Passes: 142. 
